text,id,label
"Fortalece a esquerda ? Pergunte ao povo o que acha sobre uma possível reedição do AI - 5 ? @USER , uma piada",hateSpeech,2
"Pra quem votou em BolsoNero meus parabéns , vc é burro , idiota , alienado agora faz arminha e aceita que dói menos",offensive,1
Porque é LADRA ! !,offensive,1
O quw se esperar destes seres das trevas !,offensive,1
Cada dia mais Gorda ! :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:,hateSpeech,2
Vergonha dessa bandida ! ! !,offensive,1
"Lula é um criminoso de corpo , alma e espírito . É um homem demoníaco ! ! !",offensive,1
"MEU DEUS É TUDO QUE A ESQUERDA QUER , ... PARA DE FALAR MERDA FALA O QUE DEVE SER DITO AJUDA O PAI ! ! ! ... E NAO A FUDER COM TUDO CARAÍ .. DA RAIVA ...",hateSpeech,2
"Comédia mesmo , se fosse uma mulher branca o concurso seria opressor , racista , homofóbico , elitista , etc ... Mas como essa linda mulher ganhou e tem a cor negra , agora o concurso é justo , honesto , representa as feminazis , etc ... Que discurso mais contraditório .",offensive,1
#Vagabunda,hateSpeech,2
"Isso é caso de polícia , de FBI , de CIA para esta vigarista ladra igual a DILMA e a CRISTINA KIRCHNER da ARGENTINA.CRIME ORGANIZADO .",offensive,1
Imperdivel ! ! !,neutral,0
"Difícil acreditar que alguém que se diz humano , repórter , tenha tido a coragem de dizer essas coisas .",neutral,0
"Haddad vc perdeu a eleição , mas eu não perdi meu voto .",neutral,0
Mas ele só disse verdades uma pirralha criança usada pela esquerda .,hateSpeech,2
"São uns canalhas e não representam o Brasil , aliás eles nem deveriam ser considerados brasileiros . Querem entregar a Amazônia para outras nações , isto brasileiro de verdade jamais admitiria",offensive,1
Silencio diante tamanha violência #somostodasDAMARES,neutral,0
que lindo cortou cabelo,neutral,0
Importante é oportuna homenagem ao mestre de sempre . Paulo Freire vive ! ! !,neutral,0
"CHEGA DE VITIMÍSMO , ELA TÁ SENDO USADA PELO SISTEMA , AS FALAS SÃO SEMPRE AS MESMAS KKK COISA DE ESQUERDA NÉ INFLADO SEMPRE ÓDIO ... APESAR DE ALGUNS ERROS O HOME É FORTE MESMO , CONTINUA LEVANTANDO ALGUNS VERMES ATÉ LA DE FORA DO PAÍS ...",hateSpeech,2
Miserável calhorda mentiroso,offensive,1
Vergonha nacional deste congresso podre turma de CANALHAS,offensive,1
Esquerdopatas são uns vermes ainda não catalogados,hateSpeech,2
":dorso_da_mão_com_dedo_indicador_apontando_para_cima: :dorso_da_mão_com_dedo_indicador_apontando_para_cima: cada escorregada , q o programa caiu muito de audiência , além CLARO , das caras e bocas q são horríveis ! ! Essa #PTRALHADA cansou ! ! Ñ dá nem p tentar assistir ! ! DESINFORMAÇÃO e com viés ideológico e político ! ! :rosto_vomitando: :rosto_vomitando: :rosto_vomitando:",hateSpeech,2
Interna ele junto com o Adélio está louco :rolando_no_chão_de_rir: :rolando_no_chão_de_rir: :rolando_no_chão_de_rir:,offensive,1
"Haddad , :coração_vermelho: !",neutral,0
Gente ! Esse Brasil está sem rumo . Os vândalos é que manda,offensive,1
"Na boa , deixa o planeta acabar . Ta na hora da humanidade ser extinta . Vida longa as bactérias , plantas e animais . :coração_vermelho:",offensive,1
Que orgulho olha a postura desses alunos 🇧 🇷 🇧 🇷 🇧 🇷 🇧 🇷 :coração_vermelho: :mãos_juntas: :coração_pulsante: :coração_pulsante: :coração_pulsante:,neutral,0
Esse é um falso moralista pasator de satã .,offensive,1
Sei quê seria um ótimo presidente votei pra você e não me arrependo se entra de novo votarei outra vez :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:,neutral,0
Desprezível !,offensive,1
O ladrão do Lula quer fazer do nosso país o q Stálin fez com a antiga URSS . 54 anos no poder . Não vamos permitir ! Estamos com Bolsonaro !,hateSpeech,2
Ícones ! ! ! :rosto_sorridente_com_olhos_de_coração:,neutral,0
Joice traíra,offensive,1
"Infeliz , desgraçado ...",offensive,1
Todo apoio ao presidente da República . É uma pirralha mimada patrocinada por esquerdopatas inescrupulosos com objetivos escusos que ficaram milionários as custas de idiotas úteis,hateSpeech,2
Essa Globo é uma bosta,offensive,1
Esses petistas são sujos !,hateSpeech,2
Cara de pau !,offensive,1
O Bolsonaro libertou os demônios que estavam escondidos .,neutral,0
Esse ... tem q sair do armário aí não sai fica assim,hateSpeech,2
Eita que vai ter petistas presos a bambam .,hateSpeech,2
"Carla tem que deixar a traidora de lado e não perder o foco . Nossa missão é lutar juntos pelo um Brasil melhor e justo . Não se ocupe com postagem desnecessária , onde menciona pessoas que não acrescenta nada Luladrão e Joice tem que ficar no passado . O negócio é # aliança pelo Brasil .",hateSpeech,2
"Coitada dessa menina , tem que crescer muito ainda . Foi fabricada e agora a exploram",offensive,1
E a Previdência minguem fala mais nada ! !,neutral,0
Somos todos Brasil ! Lula aqui não tem vez ! Psicopata,hateSpeech,2
Boa ! ! !,neutral,0
"Manuela estamos mais do q felizes com o acontecido na Argentina ! ! ! Te admiro muito , um beijo desde Cordoba Argentina !",neutral,0
Sua máscara de cristão vai cair @USER e vc vai sentir o que é o fogo do inferno .,hateSpeech,2
Parabéns professor !,neutral,0
Quem mais disseminou fake news foi o ptfake . :rosto_sorridente_com_óculos_escuros:,hateSpeech,2
E estes filhas da puta se dizem cristãos ! Cristãos de merda ! Vergonha desta gente ...,hateSpeech,2
Quem manda eleger esses merdas ! !,offensive,1
Desgracados ! Como alguém vota num bando desse ?,offensive,1
"Cada coisa que aparece ! ! ! Internacionarizaram a propina e a corrupção ! ! ! Agora tem pena do Brasil , tem que ter pena dela mesmo , afinal ficou sem os recursos ilícitos ! ! !",offensive,1
E o Aras ? Até agora só demonstrou ser petista defensor do Toffoli é Lula livre .,hateSpeech,2
Fdpta,offensive,1
"Benedita me representa , racismo é crime !",neutral,0
"Isso é o comunismo , são essas criaturas das trevas , :rosto_chorando: :rosto_chorando: :rosto_chorando: :rosto_risonho:",hateSpeech,2
Parabéns ! ! ! :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: :rosto_sorridente_com_olhos_de_coração: :rosto_sorridente_com_olhos_de_coração: :rosto_contente_com_olhos_sorridentes: :rosto_contente_com_olhos_sorridentes: :rosto_contente_com_olhos_sorridentes:,neutral,0
"Um jornalista australiano deu a seguinte resposta , em relação à intenção de alguns estudantes de fazerem greve pelo clima :",neutral,0
Os limites se foram há muito tempo :(,neutral,0
É UMA PIRRALHA MESMO .,offensive,1
"Isso é um otario , zé ruela , só ele que dar trabalho ao governo do pai dele , esse bosta , e tu joice faz o teu e esquece ele",offensive,1
A Polônia foi invadida pelo exército nazista . Qual a razão de comemorar ? ? ?,neutral,0
MEU PRESIDENTE AI :coração_vermelho: :coração_vermelho: :coração_vermelho:,neutral,0
Porque é bandido da organização criminosa do luladrao . Não aceita nosso presidente Bolsonaro . E melhor aceita que dói menos :rosto_chorando_de_rir:,hateSpeech,2
Doente imbecil ... que asco desse velho .,offensive,1
Ate quando SENHOR vamos ter que Suportar noticias sobre ( recursos ) e mais ( recursos ) deste Criminoso IMORAL e COVARDE ? NÃO SUPORTO MAIS VER OU OUVIR QUALQUER TIPO DE ASSUNTO AS OBRE,offensive,1
:rosto_de_camundongo: rato descarado :rosto_de_camundongo: :rosto_de_camundongo: :rosto_de_camundongo:,offensive,1
Manu cê é um ícone,neutral,0
Lula está em todos os rolos ... já nasceu safado,offensive,1
Comunista hipócrita nojento lixos,hateSpeech,2
O cara não trabalha meu ...,offensive,1
Ridículo .,offensive,1
Sempre vejo as entrevistas dela . São TOP !,neutral,0
É uma cara de pau mesmo ... :rosto_furioso:,offensive,1
"Aí Haddad , o que você acha do rascismo ?",neutral,0
E isso vale para os coxinhas :coxa_de_frango: :coxa_de_frango: :coxa_de_frango: também ? ? ? Nossa ! ! ! Governo pato ... :pato: :pato: :pato: Só come abacaxi ... :abacaxi: :abacaxi: :abacaxi:,hateSpeech,2
BOLSONARO E UM BANDIDO NÃO SEI QUE ESTA FAZENDO ESSES POLITICO QUE NÃO CAÇA ESSE TORTURADOR E CONDENA ELE POR CRIMINOSO DE GUERRA .,offensive,1
Pois é deveria ter pena da própria ignorância .,offensive,1
Este senhor é um comandado pelo louco que se diz economista e demais e ninguem faz nada,offensive,1
Sobra para o pobre foda se,offensive,1
"Fecha esse STF , só faz merda",offensive,1
Babaca !,offensive,1
Fala bandidão,offensive,1
"Um absurdo o que esse porco disse ! ! ! Tenta colocar seu posicionamento com palavras inacessível à maioria das pessoas seus pensamentos inapropriados , agressivos e tóxicos . É um porco , irresponsável e intolerante .",offensive,1
Haddad será nosso Presidente 2022 :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:,neutral,0
Os cara tá pensando mais em dinheiro do que em Jesus a Bíblia fala desses falso profeta,offensive,1
"Kd a burguesia que tanto apoia esse bosta , rapaz esse verme só chegou para destruir o país . Esse cara é uma vergonha mundial . Ricos que vive de mamada sim , esses apoiam ele .",hateSpeech,2
"Pq nao vai trabalhar de verdade e para de querer puxar o tapete dos outros ? Fica na sua e trabalhe , no final mostre seu trabalho e nada mais ... odio nao vai te levar a nada ...",offensive,1
Velho escroto !,offensive,1
Essa eu não perco por nada :mão_acenando: :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: :mãos_juntas: :pele_morena: 🇧 🇷,neutral,0
como eu gostaria q tivesse esse colégio em todo o Brasil . :coração_crescendo:,neutral,0
"É muita sujeira dessa gentalha ordinária , depois ficam falando de Deus ... que Deus é esse ? ? ?",offensive,1
"Gosto de ouvir o Alexandre Garcia falar , tudo que sei aprendi muito com ele kaka",neutral,0
Maravilhosos,neutral,0
MESMO ASSIM AINDA TEM DESINFORMADOS OU IDIOTAS ELOGIANDO ESSE DESGOVERNO,offensive,1
E os jurados ainda riem deste imbecil !,offensive,1
Joice é uma judas . É o mal de todos esquerdistas,hateSpeech,2
E viva a esquerda :coração_brilhante: :coração_brilhante: :coração_brilhante:,neutral,0
"Meu ídolo , a esperança para nos salvar da insanidade desse presidente idiota . @USER",offensive,1
Aceitar comentários de Minions é de uma grandeza absoluta ... só por isso tem meu voto eternamente,hateSpeech,2
Parabéns Leda vc esta fantástica !,neutral,0
Deixem seu pai trabalhar em paz :mãos_para_cima:,neutral,0
Educação e Cultura eternamente presentes em nossa evolução . :troféu: :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: 🇧 🇷,neutral,0
Lindaaaaa ! ! Belíssima ! ! Maravilhosaaaaaaa ! ! Premiação bem mais bem merecida mesmo ! !,neutral,0
Prestem atenção nesse cara @USER ... 🇧 🇷 🇧 🇷 🇧 🇷 O cara é GIGANTE !,neutral,0
Não cansam de passar vergonha ! ! #GloboLixo,offensive,1
"O gigante adormecido criminosamente pelos petistas , e facistas comunistas , está acordando para tornar o Brasil a quarta potencia mundial . EUA , CHINA , RUSSIA E BRASIL . O PROTETOR DA AMERICA LATINA CONTRA OS COMUNISTAS DESTRUIDORES DE POVOS E PAÍSES .",hateSpeech,2
Amo ! :coração_brilhante: :coração_brilhante: :coração_brilhante:,neutral,0
Velho babão só fala as negras .,hateSpeech,2
"É o satanás , merece ser queimado no fogo do inferno",offensive,1
Lindo,neutral,0
@USER @USER @USER . lu @USER . resgate.voluntario olha que coisa linda :rosto_sorridente_com_olhos_de_coração:,neutral,0
O prêmio de jovens atores e atrizes seria mais adequado ...,neutral,0
Isso é um doente,offensive,1
"Bom dia Carla.comentei na sua pagina , sobre está tal de Bachelet , mas escrevi sem apontuação ficou um tanto esquesito , escrevi :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: carla musa do psl , ai veio o meu comentario , descupa sou teu fá .",neutral,0
Porca asquerosa :rosto_vomitando: :rosto_vomitando: :rosto_vomitando:,hateSpeech,2
Cala a boca sua pirralha ! ! ! :cocô: :cocô: :cocô:,offensive,1
:mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: Parabens Damares ! ! ! Você reflete a luz de Deus neste mundo,neutral,0
Parabéns para os jurados !,neutral,0
"Na verdade , acredito que isso foi jogada dele , para que os inimigos dessem as caras . E já começou a aparecer ...",neutral,0
"Pois é ... Pena pra fale News : de 2 a 8 anos de prisão . Pena pra quem matar alguém atropelado ou em acidente de trânsito : pra quê prender . Não foi intencional ? ! Como sempre , só criam leis , com duras penas , quando é do interesse deles . Esse é o desgoverno do legislativo brasileiro :polegar_para_cima: :polegar_para_baixo: :sinal_de_ok: :cocô: :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:",offensive,1
"Temos que ocupar todos os espaços , usá-los a nosso favor . Foi o que fez Zozibini Tunzi . :mãos_aplaudindo: :pele_morena_escura: :mãos_aplaudindo: :pele_morena_escura: :mãos_aplaudindo: :pele_morena_escura: :mãos_aplaudindo: :pele_morena_escura:",neutral,0
Infelizmente eu não estou vendo isso Gleisi,neutral,0
Podridão dessa gente :rosto_vomitando: :rosto_vomitando: :rosto_vomitando:,offensive,1
"Intervenção militar no STF , já",hateSpeech,2
Que dupla :dois_corações:,neutral,0
Duas tarifas . Abram os olhos e vigiem elas de mais perto .,neutral,0
"Óbvio , tem se falado muito em rede social , quem tem mais medo parece ser os políticos .",neutral,0
Paulo Freire era tão bom que nenhum país no mundo copiou seu modelo de ( des ) educação ! Esquerdista safado !,hateSpeech,2
Não passa de uma boneca de ventríloquo !,offensive,1
"ART . 142 já não aguento mais esses canalhas STF l , congresso e senado",hateSpeech,2
Isso é bem a cara desse débil ser :rosto_expressando_desagrado: :rosto_expressando_desagrado: :rosto_expressando_desagrado:,offensive,1
"O povo polonês é um grande exemplo de coragem e lealdade para o mundo . Um povo muito amigável , gentil . Foi uma ótima experiência conviver com alguns poloneses .",neutral,0
:rosto_furioso: Bandido disfarçado de pastor,hateSpeech,2
"Imprensa lixo , ela não deveria dar mais entrevista . Nojooooo",offensive,1
"Parabéns Janaína . puxa vida . fala para o filho do presidente , ! Não ficar nós bandidos",neutral,0
Vamos virar,neutral,0
Só orgulho do presidente :coração_azul: 🇧 🇷 :coração_verde:,neutral,0
Essa é uma canalha esquerdopata ! Nós brasileiros não precisamos de suas condolências ! Bandida !,hateSpeech,2
Quem é essa Zé Mané aí ? O que ela fez ? Está mais para atriz de Família Addams,offensive,1
Só lixo,offensive,1
Pena pq a boquinha secou né sua socialista de merda ! ! ! :soco: :pele_clara: :soco: :pele_clara: :soco: :pele_clara:,hateSpeech,2
"Que bandido ousado . Imagina se Bolsonaro falasse uma barbaridade dessas a esquerdalha burra caia de pau , mas foi o jumento que incitou a baderna eles aplaudem , porque tal pai ou seja , tal jericó tal os seguidores .",hateSpeech,2
O que que esse paria social ganhou destruindo a placa . Que grupos estão por trás disso ?,neutral,0
Meu presidente :soco:,neutral,0
Jornalista filho do demônio comunistas,hateSpeech,2
Uma safada sem caráter .,hateSpeech,2
Essa menina é uma idiota mesmo,offensive,1
":mãos_aplaudindo: :mãos_aplaudindo: :pele_morena_clara: :mãos_para_cima: :mãos_para_cima: vai ser condenado agora a pena maior e deverá ser preso em sela comum , nada de privilégios ... bandido comum e sem D , tanto dinheiro e num comprou um Diploma oh kkk la na ufpa é fácil e baratinho oh ... :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:",offensive,1
Velha cretina,offensive,1
"Mas , os LIXOS da esquerda insistem em querer enganar as pessoas nenos esclarecidas ! !",hateSpeech,2
Esse cara so abre a boca pra falar merda . Cala-te !,offensive,1
"Esses esquerdopatas estão amarrados , amordaçados , estão vencidos e destruídos em Nome dO Senhor JESUS CRISTO :mãos_juntas: AMÉM E AMÉM :mãos_juntas:",hateSpeech,2
"Parabens ministro Fschin , se o sr pudesse mandar logo esse lulopetista logo para o presidio , seria muito bom mesmo",hateSpeech,2
E tem cretino que ainda ouve e da destaque ao que a esquerda e o ladrao do Lula fala . Este só tem ódio dentro dele . Muito ódio,hateSpeech,2
É comunista ! Voces acham que ela não é igual ao ladrões do pt ?,hateSpeech,2
São esses bandidos,offensive,1
Vai ser ótimo ! ! !,neutral,0
Fernando Haddad me representa,neutral,0
"Pqp , comunista fdp",hateSpeech,2
"Essa pirralha , fantoche da esquerda não sabe nem o que diz , uma pobre criança sendo usada pelo establishment para dar voz às invenções infundadas do clima mundial , só sendo muito trouxa pra cair na conversa fiada destes hipocritas , a Time já escolheu como personalidade do ano de 1938 Hitler , que moral ela tem ?",hateSpeech,2
Não suporto mais tantas asneiras e imbecilidade desse estúpido . Acorda Brasil do sono da ignorância Ninguém solta a mão de ninguém . #LULAÉINOCENTE #LULALIVREJÁ #CADÊAPROVA ? #EusouLula Recife PE Lula foi e sempre será o melhor e honesto presidente do Brasil e único Presidente que fez pelo povo Brasileiro o que nenhum outro presidente quiz fazer e pelo Brasil . Ninguém solta a mão de ninguém .,offensive,1
"O problema do Presidente são os filhos dele . Se soubessem pensar mais , não teríamos metade dessas coisas .",neutral,0
Misericórdia e compaixão deles populismo sem precedentes . Só roubaram pelos quatro cantos do mundo,offensive,1
Professor ... parabéns ! :zonzo: :rosa:,neutral,0
"Bobagem , as fake news vão continuar ... :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:",neutral,0
"Por isso que SSA senhora defende o PT , e ela me dá NOJO .",hateSpeech,2
Aberraçao da natureza esse lixo .,offensive,1
Parabéns PGR pedido negado :polegar_para_cima: :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:,neutral,0
"O MU deixou de ser apenas um concurso de beleza desde que saiu das mãos de Donald Trump , Manu . As misses precisam ser bastante engajadas em projetos sociais e assumem o compromisso de dedicar o ano de reinado a causas humanitárias . Além disso , as juradas ( não tem mais juradOs ) não são mais tão exigentes com medidas . Quanto mais carismática , empoderada , comunicativa e ativista a miss for , maiores são as chances dela levar a coroa . Nossa Miss Brasil @USER é uma feminista super militante , atuante , de nos encher de orgulho .",neutral,0
Meu presidente ! Te admiro tanto :coração_vermelho: :coração_vermelho: :coração_vermelho:,neutral,0
"SOBRE ESTA PRAGA . FICO TÃO DESGASTADA COM MANCHETES SOBRE ESTE TIPO VIL , REPUGNANTE QUE ATÉ TECLO ANTES DE CONCLUIR MEU RACIOCÍNIO . AFFFFFFF",offensive,1
COMUNISTAS ! rs,hateSpeech,2
Oba ! !,neutral,0
Pirralha Pirralha,offensive,1
"Me solidarizo com a senhora ministra , esse ser que escreveu é completamente desprovido de ética , decência , indoli , moral , um lixo da sociedade e traz consigo a educação que recebeu da própria progenitora .",hateSpeech,2
Bancada evangélica podre ...,hateSpeech,2
O Brasil vive uma calamidade onde todas as instituições estao tentando privilegiar a elite bandida política ! ! Sinto que nao temos maos a quem recorrer senao ao militares ... triste fim ! ! !,hateSpeech,2
#benedita,neutral,0
Porque a Imprensa nojenta não se manifesta ! A esquerda pode tudo né ! ? :rosto_zangado:,hateSpeech,2
"Por favor , poste quando entender mais sobre o tema . Tb possuo altas dúvidas . Contudo , viva a África :coração_roxo:",neutral,0
"Toma , palhaça :pessoa_decepcionada: :rolando_no_chão_de_rir: :rolando_no_chão_de_rir: :rolando_no_chão_de_rir:",offensive,1
#gorda,hateSpeech,2
Esses fdp que tinham que ficar em cela com esses criminosos que não vem uma mulher há tempos ! !,offensive,1
#forabolsonaro #forabolsominionsestupidos #lulapresopolitico #amazoniaficabolsonarosai #amazoniafica,hateSpeech,2
Cadeia nesse verme !,offensive,1
"A tá , a esquerda pode falar que vai incendiar o país e ninguém fala nada .",neutral,0
"Imundo , cadê o presidente de merda pra falar q tá errado ? ? Vai tomar no cu mano eu fico revoltada com vcs , com a sociedade q votou em bosta , em um saco de bosta",offensive,1
Vergonha alheia da porra,offensive,1
Bravo,neutral,0
Loucos adorando e idolatrando um loco ... Affff ... quanta tolice e cegueira desse povo . Muito triste ... :rosto_deprimido: :rosto_chorando: :rosto_chorando_aos_berros: Acorda BRASIL ! 🇧 🇷 :coração_verde: :coração_amarelo: :coração_azul: Estamos sobre Nova Direção . Brasil Acima de Tudo e Deus Acima de Todos :exclamação_de_coração: :rosto_abraçando: :mãos_juntas: :pele_clara: :mãos_para_cima: :pele_morena_clara: :mãos_para_cima: :pele_morena_clara:,hateSpeech,2
Kkkkkk cria vergonha na cara e pare com essas publicações sua ... PT afundou o país roubou tudo lula tem q morrer na cadeia,hateSpeech,2
Incentivo a pedofilia ! :rosto_vomitando:,offensive,1
Racismo é crime inafiançável . Tem que tirar o mandato desse canalha .,offensive,1
A inversão de valores não pára .,neutral,0
Vadia ridícula,hateSpeech,2
Deveria tocar o coração destes governantes malditos,offensive,1
"COMUNISTA SAFADA , MALPARIDA , MAMAGUEVA , DESGRAÇADA , COÑO É TU MADRE .",hateSpeech,2
Porque é corrupta é conivente com o desgoverno anterior,offensive,1
"Como podemos aceitar um ser humano , praticando um ato desses . O autor dessa carta deveria ser preso , pois não tem como continuar fazendo parte de uma sociedade .",neutral,0
Boa noite Deputada federal Benedita da Silva Processo Nele,neutral,0
"Da esquerda não se aproveita nada , seja ela de qualquer país !",hateSpeech,2
Para com essa briga . Todo mundo erra . Seja compassiva com os outros . Ou aguentaremos os ladroes da esquerda .,hateSpeech,2
Merda de babaca fala merda esse embcil,offensive,1
Pelo menos isso :mãos_aplaudindo:,neutral,0
"Hoje , assistindo uma entrevista no programa do Juca Kfouri , não me lembro o nome do entrevistado pois peguei no final , o cara disse o seguinte : a Damares não é louca , ela sabe bem a que veio , as falas do ministro do trabalho são arquitetadas , o Silvio também sabe o que está fazendo , ou seja , parece um roteiro a ser seguido por todos os que rodeiam o presidente , os apoiadores do golpe , até seus eleitores . É uma desconstrução de tudo o que levou décadas para ser feito de bom no campo da educação , cultura , artes , liberdades , democracia . É terrível , mas verdadeiro . Tenho percebido isso inclusive nos grupos familiares e de trabalho , quando se faz uma crítica ou se mostra a verdade do que vem acontecendo , rapidamente alguém corre para mudar o foco . Foi uma lavagem cerebral planejada .",neutral,0
ei fi de rapariga esse Bolsonaro,hateSpeech,2
"Esse homem é ridículo e sem noção , aja paciência p ouvir tanta asneiras :rosto_com_olhos_revirados:",offensive,1
Fascusta maldito ... O pior de tudo estiver que apesar de todas as lutas empreendidas pelos b,hateSpeech,2
"Digno de pena isso , tanta gente importante de verdade e essa pirralha ocupar esse espaço todo .",offensive,1
"Diante da escalada insana do congresso e judiciário brasileiros , fazendo tudo que não interessa ao Brasil , acho que tem que blefar , fazendo esse teatro com hienas / AI5 . Nada vai acontecer , mas é preciso fazer um contraponto que também intimide ! !",neutral,0
":mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: ... poxa vida eu tô chorando aqui ... me sinto um lixo em carregar na pele essa historicidade em saber que antepassados cometeram esse genocídio ... tenho vergonha em ser branco , quando vejo um lixo desses cometer um ato de total violência e desrespeito com os verdadeiros lutadores e lutadoras desse país ... o povo que construiu o Brasil de cabo a rabo levantou no braço essa estrutura que vivemos hj ... jamais estarei cem por cento feliz com minha herança que até onde eu sei se restringe a falta de melanina ... como eu queria que o sangue da minha bisavó que era cabocla bugra tivesse sido mais forte do que do meu bisavô ... mas não posso mudar o passado me cabe então dar todo amor a minhas filhas para se espelharem nessa mulher GUERREIRA que agora tem a fala ... para que jamais compactuem com qualquer ato arrogante discriminatório ! ! ! Máximo respeito a senhora Banedita e sua luta , que também é minha , é de tod @USER que acreditam no AMOR ao invés do ódio ! ! !",neutral,0
Pelo menos uma dentro,neutral,0
Então a Globolixo vai fechar :rosto_chorando_de_rir: :rosto_chorando_de_rir: por que publica fak,offensive,1
"Ja passou , da hora de saírem de cena seus comunistas da globo lixo ! ! !",hateSpeech,2
Lamentável postura dela . Estamos de olho,neutral,0
E como fica ? Ela tem esse direito ?,neutral,0
São FDP bem grande,offensive,1
"Enquanto a Bachelet comia toco do PT , estava caladinha .",hateSpeech,2
Que lindo ! Representatividade imensa da educação .,neutral,0
"O nome disso não senilidade , chama-se PEDOFILIA ! ! !",offensive,1
Além de desonesta e metida a boa de sela,offensive,1
Chupa esquerdista !,hateSpeech,2
Como é que pode um cara desses falando do juiz Moro ? Falta de respeito . Devia criar vergonha na cara,offensive,1
Bachelet está com pena é dela não receber mais dindin dos nossos impostos . Hipócrita corrupta ! ... :rosto_sorridente_com_óculos_escuros: :rosto_sorridente_com_óculos_escuros: :rosto_sorridente_com_óculos_escuros:,offensive,1
SAFADA,hateSpeech,2
"Leilane Neubarth ja foi jornalista de qualidade , NJ , nao passa de uma fanatica hater contra o Bolsonaro .. ela e A Cristina Lobo sao INTRAGAVEIS",offensive,1
"Gosto das entrevistas dela , sempre coerente e com muita ética . Isso é jornalismo de qualidade .",neutral,0
Cara desomam,neutral,0
"Engraçado que essas coisas eles aprovam rapidamente , podia se fazer uma pesquisa dos milhares de processos de gente comum , pessoas humildes , que aguardam decisão desses juízes , mais o foco deles , parece ser o de livrar esses bandidos políticos de serem presos ou continuar presos !",offensive,1
Canalha !,offensive,1
Essa senhora é uma currupta igual seus amiguinhos do PT .,hateSpeech,2
Eu sou milicia digital . To de olho aqui .,offensive,1
Tem q prender todos os petistas psolistas pcdobistas etc .,hateSpeech,2
Se tivesse ganhado uma branca seria contra né cara de pau .,hateSpeech,2
Ainda não acredito que trocaram um professor por um miliciano :pessoa_decepcionada: :pele_morena_clara: ‍ :símbolo_de_masculino: :pessoa_decepcionada: :pele_morena_clara: ‍ :símbolo_de_masculino: :rosto_deprimido: :rosto_deprimido:,offensive,1
Tem como ele voltar pra cadeia fazendo favor ! ?,offensive,1
Meu Presidente !,neutral,0
Óleo de peroba pra lustrar a cara de pau !,offensive,1
Que exemplo ! :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:,neutral,0
"Se o povo brasileiro não se unir para tirar esses bandidos do poder , logo estaremos presos e eles comendo lagostas com nosso dinheiro . Esse congresso é um lixo .",offensive,1
"Que nada ! Deram mais um tiro no próprio pé ! Quem espalha fake news ? ? Ós comunistas , ptistas , psolistas e outra iiiistas . Então , nao criemos pânico .",hateSpeech,2
"Chora seus lixo , #CHORAMAIS #aceitaquedóiMenos KKKKKKK",offensive,1
"E ainda por cima é rebelde , frustado , revoltado , isso é as piores qualidades de um ser humano Deus tem misericórdia de nós . :mãos_para_cima: :mãos_para_cima:",offensive,1
"Mistura do Chuck com a Chiquinha ! Uma garotinha sueca , de trancinha , com ar de inocência , atriz perfeita para as massas esquerdistas ! Que feio . Deveriam ter vergonha !",hateSpeech,2
Cuidado ao defender uma militante de esquerda . Ela se apegou a uma causa que nao tem soluçao . Há muito por tras da farça que ela se expõe .,hateSpeech,2
Que horas vai ser transmitido e qual canal,neutral,0
"Muito bem respondido a esses carniceiros da imprensa marrom brasileira ... o silêncio as vezes é melhor do que mil palavras ... basta ser bom entendedor .. globô bolixo , Uol e grupo",offensive,1
LSN NESSA CORJA DE VAGABUNDOS,hateSpeech,2
"Essa Peppa FDP , vai pagar junto com todos os outros canalhas ! ! #joicehalssemannpeppafdp",hateSpeech,2
"Que massa , querido Haddad . Que pena que não és nosso . Presidente !",neutral,0
"Fernando , a Globo está negociando com demônios outra vez ... mas , o que acontece ... no MUNDO espiritual alguém está cortando a macumba da Globo :pimenta: hoje um astronauta morreu ... se comunique com os partidos de Esquerda do B ' Dos BRICS ... e fale o ocorrido :mãos_juntas: Mahasiah Amém :mãos_juntas: a Globo Biscate NÃO",hateSpeech,2
Olha eu aí ! Kkkkkkk,neutral,0
Maravilhosa,neutral,0
Pq . ELa é SAFADA igual ao 9 dedos . :rosto_espantado: :rosto_espantado:,hateSpeech,2
A roliça rebelde :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:,hateSpeech,2
:mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: parabéns Benedita orgulho de sua resistência,neutral,0
